Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Vivo Y71t 5G 2021 Dual SIM TD-LTE CN 256GB V2102A  (BBK V2102),Nov 2021,MediaTek Dimensity 810 MT6833P,4000 mAh,8 GB,256 GB,63 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo T1 5G Standard Edition Dual SIM TD-LTE CN 256GB V2115A  (BBK V2148A),Nov 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,8 GB,256 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo S10e 5G 2021 Dual SIM TD-LTE CN 128GB V2130A  (BBK V2130A),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,4050 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo S10e 5G 2021 Dual SIM TD-LTE CN 256GB V2130A  (BBK V2130A),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,4050 mAh,8 GB,256 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V23e 2021 Dual SIM TD-LTE V1 ID 128GB V2116  (BBK V2116),Nov 2021,MediaTek Helio G96 MT6781V/CD,4050 mAh,8 GB,128 GB,63 MP,50 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V23e 2021 Dual SIM TD-LTE V2 APAC 128GB V2116  (BBK V2116),Nov 2021,MediaTek Helio G96 MT6781V/CD,4050 mAh,8 GB,128 GB,63 MP,50 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V23e 2021 Global Dual SIM TD-LTE V3 128GB V2116  (BBK V2116),Nov 2021,MediaTek Helio G96 MT6781V/CD,4050 mAh,8 GB,128 GB,63 MP,50 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V23e 2021 Dual SIM TD-LTE V2 APAC 256GB V2116  (BBK V2116),Nov 2021,MediaTek Helio G96 MT6781V/CD,4050 mAh,8 GB,256 GB,63 MP,50 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo Y54s 5G Dual SIM TD-LTE CN 128GB V2045A  (BBK V2045A),Nov 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,6 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y15A Dual SIM TD-LTE V1 MY PH 64GB V2134  (BBK V2134),Nov 2021,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y15A Dual SIM TD-LTE V2 VN 64GB V2134  (BBK V2134),Nov 2021,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo T1x 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2123A  (BBK V2123),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,6 GB,128 GB,63 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo T1x 5G 2021 Premium Edition Dual SIM TD-LTE CN 128GB V2123A  (BBK V2123),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,8 GB,128 GB,63 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo T1x 5G 2021 Premium Edition Dual SIM TD-LTE CN 256GB V2123A  (BBK V2123),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,8 GB,256 GB,63 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y50t Dual SIM TD-LTE CN 128GB V2023EA  (BBK V2023E),Nov 2021,Qualcomm Snapdragon 720G SM7125 (Atoll),4500 mAh,8 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z5x 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2131A  (BBK V2131),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,6 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z5x 5G 2021 Premium Edition Dual SIM TD-LTE CN 128GB V2131A  (BBK V2131),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z5x 5G 2021 Premium Edition Dual SIM TD-LTE CN 256GB V2131A  (BBK V2131),Nov 2021,MediaTek Dimensity 900 MT6877V/ZA,5000 mAh,8 GB,256 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y76s 5G 2021 Dual SIM TD-LTE CN 128GB V2156A  (BBK V2156),Nov 2021,MediaTek Dimensity 810 MT6833P,4100 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y76s 5G 2021 Dual SIM TD-LTE CN 256GB V2156A  (BBK V2156),Nov 2021,MediaTek Dimensity 810 MT6833P,4100 mAh,8 GB,256 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y74s 5G 2021 Dual SIM TD-LTE CN 256GB V2009A  (BBK V2156),Nov 2021,MediaTek Dimensity 810 MT6833P,4100 mAh,8 GB,256 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Neo 5S 5G Standard Edition Dual SIM TD-LTE CN 128GB V2154A  (BBK V2154),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO Neo 5S 5G Premium Edition Dual SIM TD-LTE CN 256GB V2154A  (BBK V2154),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO Neo 5S 5G Standard Edition Dual SIM TD-LTE CN 256GB V2154A  (BBK V2154),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,256 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo X70t 5G Standard Edition Dual SIM TD-LTE CN 128GB V2132A  (BBK V2132A),Dec 2021,Samsung Exynos 1080 5G S5E9815,4400 mAh,8 GB,128 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70t 5G Premium Edition Dual SIM TD-LTE CN 256GB V2132A  (BBK V2132A),Dec 2021,Samsung Exynos 1080 5G S5E9815,4400 mAh,12 GB,256 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70t 5G Standard Edition Dual SIM TD-LTE CN 256GB V2132A  (BBK V2132A),Dec 2021,Samsung Exynos 1080 5G S5E9815,4400 mAh,8 GB,256 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo S12 5G 2022 Standard Edition Dual SIM TD-LTE CN 128GB V2162A  (BBK V2162),Dec 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4200 mAh,8 GB,128 GB,108 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo S12 5G 2022 Premium Edition Dual SIM TD-LTE CN 256GB V2162A  (BBK V2162),Dec 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4200 mAh,12 GB,256 GB,108 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo S12 5G 2022 Standard Edition Dual SIM TD-LTE CN 256GB V2162A  (BBK V2162),Dec 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4200 mAh,8 GB,256 GB,108 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo S12 Pro 5G 2022 Premium Edition Dual SIM TD-LTE CN 256GB V2163A  (BBK V2163),Dec 2021,MediaTek Dimensity 1200 MT6893,4300 mAh,12 GB,256 GB,108 MP,50 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo S12 Pro 5G 2022 Standard Edition Dual SIM TD-LTE CN 256GB V2163A  (BBK V2163),Dec 2021,MediaTek Dimensity 1200 MT6893,4300 mAh,8 GB,256 GB,108 MP,50 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo Y32 2021 4G Standard Edition Dual SIM TD-LTE CN 128GB V2158A  (BBK V2158),Dec 2021,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y32 2021 4G Premium Edition Dual SIM TD-LTE CN 128GB V2158A  (BBK V2158),Dec 2021,Qualcomm Snapdragon 680 SM6225,5000 mAh,6 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y32 2021 4G Top Edition Dual SIM TD-LTE CN 128GB V2158A  (BBK V2158),Dec 2021,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y32 2021 4G Standard Edition Dual SIM TD-LTE CN 64GB V2158A  (BBK V2158),Dec 2021,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U5 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2165A  (BBK V2165A),Dec 2021,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,4 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y55s 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2164A  (BBK V2164A),Dec 2021,MediaTek Dimensity 700 MT6833V/ZA,6000 mAh,6 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U5 5G 2021 Premium Edition Dual SIM TD-LTE CN 128GB V2165A  (BBK V2165A),Dec 2021,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y55s 5G 2021 Premium Edition Dual SIM TD-LTE CN 128GB V2164A  (BBK V2164A),Dec 2021,MediaTek Dimensity 700 MT6833V/ZA,6000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U5 5G 2021 Top Edition Dual SIM TD-LTE CN 128GB V2165A  (BBK V2165A),Dec 2021,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y55s 5G 2021 Premium Edition Dual SIM TD-LTE CN 256GB V2164A  (BBK V2164A),Dec 2021,MediaTek Dimensity 700 MT6833V/ZA,6000 mAh,8 GB,256 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Neo5 SE 5G Standard Edition Dual SIM TD-LTE CN 128GB V2157A  (BBK V2157A),Dec 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4500 mAh,8 GB,128 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Neo5 SE 5G Premium Edition Dual SIM TD-LTE CN 256GB V2157A  (BBK V2157A),Dec 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4500 mAh,12 GB,256 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Neo5 SE 5G Standard Edition Dual SIM TD-LTE CN 256GB V2157A  (BBK V2157A),Dec 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4500 mAh,8 GB,256 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO 9 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB V2172A  (BBK V2172A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB V2172A  (BBK V2172A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,8 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB V2172A  (BBK V2172A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,512 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 5G Premium Edition Dual SIM TD-LTE CN 256GB V2171A  (BBK V2171A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,256 GB,50 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 5G Premium Edition Dual SIM TD-LTE CN 512GB V2171A   (BBK V2171A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,512 GB,50 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo Y76 5G Dual SIM TD-LTE V1 MY TH 128GB V2124  (BBK V2124),Jan 2022,MediaTek Dimensity 700 MT6833V/ZA,4100 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y76 5G Dual SIM TD-LTE V2 SG 128GB V2124  (BBK V2124),Jan 2022,MediaTek Dimensity 700 MT6833V/ZA,4100 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y33T 2022 Dual SIM TD-LTE ID PK V1 128GB V2146  (BBK V2146),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y33T 2022 Dual SIM TD-LTE IN V2 128GB V2146  (BBK V2146),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y33T 2022 Dual SIM TD-LTE TH V3 128GB V2146  (BBK V2146),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo V23 5G 2022 Dual SIM TD-LTE APAC V3 128GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,8 GB,128 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Dual SIM TD-LTE IN V1 128GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,8 GB,128 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Global Dual SIM TD-LTE V2 128GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,8 GB,128 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Dual SIM TD-LTE APAC V3 256GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,12 GB,256 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Dual SIM TD-LTE IN V1 256GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,12 GB,256 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Global Dual SIM TD-LTE V2 256GB V2130  (BBK V2130),Jan 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,12 GB,256 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 Pro 5G Standard Edition Dual SIM TD-LTE IN 128GB V2132  (BBK V2132),Jan 2022,MediaTek Dimensity 1200 MT6893,4300 mAh,8 GB,128 GB,108 MP,50 MP,1080x2376,AM-OLED,Google Android 12 (S)
Vivo V23 Pro 5G Premium Edition Dual SIM TD-LTE IN 256GB V2132  (BBK V2132),Jan 2022,MediaTek Dimensity 1200 MT6893,4300 mAh,12 GB,256 GB,108 MP,50 MP,1080x2376,AM-OLED,Google Android 12 (S)
Vivo S12 Pro 5G 2022 Standard Edition Dual SIM TD-LTE CN 128GB V2163A  (BBK V2163),Jan 2022,MediaTek Dimensity 1200 MT6893,4300 mAh,8 GB,128 GB,108 MP,50 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo Y10 2021 Dual SIM TD-LTE CN 128GB V2140A  (BBK V2140A),Jan 2022,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Standard Edition Dual SIM TD-LTE V2 IN 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Standard Edition Dual SIM TD-LTE V3 BD 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21e 2021 4G Standard Edition Dual SIM TD-LTE IN 64GB V2140  (BBK V2158),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,3 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21A 2021 4G Standard Edition Dual SIM TD-LTE IN 64GB  V2149  (BBK V2149),Jan 2022,MediaTek Helio P22 MT6762,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y55 5G 2022 Standard Edition Global Dual SIM TD-LTE V2 128GB V2127  (BBK V2127),Jan 2022,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Standard Edition Dual SIM TD-LTE V1 ID PK 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Standard Edition Dual SIM TD-LTE V4 MY TH PH 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Standard Edition Global Dual SIM TD-LTE V5 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Premium Edition Dual SIM TD-LTE V1 ID PK 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,6 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21T 2021 4G Premium Edition Dual SIM TD-LTE V4 MY TH PH 128GB V2135  (BBK V2135),Jan 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,6 GB,128 GB,50 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO 9 5G Standard Edition Dual SIM TD-LTE CN 256GB V2171A  (BBK V2171A),Jan 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,8 GB,256 GB,50 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo V23 5G 2022 Dual SIM TD-LTE ID V4 128GB V2130  (BBK V2130),Feb 2022,MediaTek Dimensity 920 MT6877V/TZA,4200 mAh,8 GB,128 GB,64 MP,50 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 Pro 5G Premium Edition Dual SIM TD-LTE IN 256GB I2022  (BBK V2172A),Feb 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 Pro 5G Standard Edition Dual SIM TD-LTE IN 256GB I2022  (BBK V2172A),Feb 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,8 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 Pro 5G Premium Edition Dual SIM TD-LTE IN 512GB I2022  (BBK V2172A),Feb 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,512 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 5G Standard Edition Dual SIM TD-LTE IN 128GB I2017  (BBK 2017),Feb 2022,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4350 mAh,8 GB,128 GB,48 MP,15 MP,1080x2376,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 5G Premium Edition Dual SIM TD-LTE IN 256GB I2017  (BBK 2017),Feb 2022,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4350 mAh,12 GB,256 GB,48 MP,15 MP,1080x2376,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 SE 5G Standard Edition Dual SIM TD-LTE IN 128GB ‎I2019  (BBK V2154),Mar 2022,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo iQOO 9 SE 5G Premium Edition Dual SIM TD-LTE IN 256GB ‎I2019  (BBK V2154),Mar 2022,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo Y33s 5G Base Edition Dual SIM TD-LTE CN 128GB V2166A  (BBK V2166A),Mar 2022,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 12 (S)
Vivo Y33s 5G Standard Edition Dual SIM TD-LTE CN 128GB V2166A  (BBK V2166A),Mar 2022,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,6 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 12 (S)
Vivo Y33s 5G Premium Edition Dual SIM TD-LTE CN 128GB V2166A  (BBK V2166A),Mar 2022,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,8 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 12 (S)
Vivo Y33s 5G Premium Edition Dual SIM TD-LTE CN 256GB V2166A  (BBK V2166A),Mar 2022,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,8 GB,256 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Z6 2022 5G Standard Edition Dual SIM TD-LTE IN 128GB I2127  (BBK 2127),Mar 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,4 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Z6 2022 5G Premium Edition Dual SIM TD-LTE IN 128GB I2127  (BBK 2127),Mar 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Z6 2022 5G Top Edition Dual SIM TD-LTE IN 128GB I2127  (BBK 2127),Mar 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO U5x 2022 4G Standard Edition Dual SIM TD-LTE CN 128GB V2180GA  (BBK V2180G),Mar 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U5x 2022 4G Premium Edition Dual SIM TD-LTE CN 128GB V2180GA  (BBK V2180G),Mar 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo X Note 5G 2022 Premium Edition Dual SIM TD-LTE CN 256GB V2170A  (BBK V2170A),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,50 MP,15 MP,1440x3080,AM-OLED,Google Android 12 (S)
Vivo X Note 5G 2022 Standard Edition Dual SIM TD-LTE CN 256GB V2170A  (BBK V2170A),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,256 GB,50 MP,15 MP,1440x3080,AM-OLED,Google Android 12 (S)
Vivo X Note 5G 2022 Premium Edition Dual SIM TD-LTE CN 512GB V2170A  (BBK V2170A),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,512 GB,50 MP,15 MP,1440x3080,AM-OLED,Google Android 12 (S)
Vivo X Fold 5G 2022 Premium Edition Dual SIM TD-LTE CN 256GB V2178A  (BBK V2178A),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4600 mAh,12 GB,256 GB,50 MP,15 MP,1080x2520,AM-OLED,Google Android 12 (S)
Vivo X Fold 5G 2022 Premium Edition Dual SIM TD-LTE CN 512GB V2178A  (BBK V2178A),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4600 mAh,12 GB,512 GB,50 MP,15 MP,1080x2520,AM-OLED,Google Android 12 (S)
Vivo iQOO Z6 44W 2022 Standard Edition Dual SIM TD-LTE IN 128GB I2206  (BBK 2206),Apr 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,4 GB,128 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Z6 44W 2022 Premium Edition Dual SIM TD-LTE IN 128GB I2206  (BBK 2206),Apr 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,6 GB,128 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Z6 44W 2022 Top Edition Dual SIM TD-LTE IN 128GB I2206  (BBK 2206),Apr 2022,Qualcomm Snapdragon 680 SM6225,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 12 (S)
Vivo iQOO Neo 6 5G Standard Edition Dual SIM TD-LTE CN 128GB V2196A  (BBK V2196),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,8 GB,128 GB,64 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
Vivo iQOO Neo 6 5G Premium Edition Dual SIM TD-LTE CN 256GB V2196A  (BBK V2196),Apr 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),4700 mAh,12 GB,256 GB,64 MP,15 MP,1080x2400,AM-OLED,Google Android 12 (S)
